Participant City,Participant Country,Connection,IPv,Destination,Destination IP,Destination Hostname,Destination ASN,Destination City,Destination Country,Trace Hop Count,Hop 1 IP,Hop 1 Hostname,Hop 1 RTT,Hop 1 ASN,Hop 1 City,Hop 1 Country,Hop 2 IP,Hop 2 Hostname,Hop 2 RTT,Hop 2 ASN,Hop 2 City,Hop 2 Country,Hop 3 IP,Hop 3 Hostname,Hop 3 RTT,Hop 3 ASN,Hop 3 City,Hop 3 Country,Hop 4 IP,Hop 4 Hostname,Hop 4 RTT,Hop 4 ASN,Hop 4 City,Hop 4 Country,Hop 5 IP,Hop 5 Hostname,Hop 5 RTT,Hop 5 ASN,Hop 5 City,Hop 5 Country,Hop 6 IP,Hop 6 Hostname,Hop 6 RTT,Hop 6 ASN,Hop 6 City,Hop 6 Country,Hop 7 IP,Hop 7 Hostname,Hop 7 RTT,Hop 7 ASN,Hop 7 City,Hop 7 Country,Hop 8 IP,Hop 8 Hostname,Hop 8 RTT,Hop 8 ASN,Hop 8 City,Hop 8 Country,Hop 9 IP,Hop 9 Hostname,Hop 9 RTT,Hop 9 ASN,Hop 9 City,Hop 9 Country,Hop 10 IP,Hop 10 Hostname,Hop 10 RTT,Hop 10 ASN,Hop 10 City,Hop 10 Country,Hop 11 IP,Hop 11 Hostname,Hop 11 RTT,Hop 11 ASN,Hop 11 City,Hop 11 Country,Hop 12 IP,Hop 12 Hostname,Hop 12 RTT,Hop 12 ASN,Hop 12 City,Hop 12 Country,Hop 13 IP,Hop 13 Hostname,Hop 13 RTT,Hop 13 ASN,Hop 13 City,Hop 13 Country,Hop 14 IP,Hop 14 Hostname,Hop 14 RTT,Hop 14 ASN,Hop 14 City,Hop 14 Country,Hop 15 IP,Hop 15 Hostname,Hop 15 RTT,Hop 15 ASN,Hop 15 City,Hop 15 Country,Hop 16 IP,Hop 16 Hostname,Hop 16 RTT,Hop 16 ASN,Hop 16 City,Hop 16 Country,Hop 17 IP,Hop 17 Hostname,Hop 17 RTT,Hop 17 ASN,Hop 17 City,Hop 17 Country,Hop 18 IP,Hop 18 Hostname,Hop 18 RTT,Hop 18 ASN,Hop 18 City,Hop 18 Country,Hop 19 IP,Hop 19 Hostname,Hop 19 RTT,Hop 19 ASN,Hop 19 City,Hop 19 Country
espoo,finland,4g,6,www.instagram.com,2001:14b8:1800:403:face:b00c:3333:a3f,Unknown,AS16086 DNA Oyj,Virtasalmi,Finland,7,2001:14bb:51:833d:c52e:2439:ae26:46d2,Unknown,9.148,AS16086 DNA Oyj,Turku,Finland,,,,,,,2001:14b8:1040:104::11:0,Unknown,313.168,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:6400::,Unknown,28.526,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:6404::,Unknown,32.948,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1800:402::1,Unknown,31.025,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1800:402::c,Unknown,377.732,AS16086 DNA Oyj,Virtasalmi,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,6,192.168.0.1,Unknown,3.136,,,,,,,,,,62.252.114.5,hari-core-2a-xe-232-0.network.virginmedia.net,21.945,AS5089 Virgin Media Limited,Harwich,United Kingdom,,,,,,,,,,,,,62.254.84.158,Unknown,12.395,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totnes,uk,wifi,4,www.instagram.com,62.24.180.96,host-62-24-180-96.as13285.net,AS13285 TalkTalk Communications Limited,Ashbourne,United Kingdom,4,192.168.1.1,Unknown,1.121,,,,,,,,,,62.24.157.246,host-62-24-157-246.as13285.net,39.581,AS13285 TalkTalk Communications Limited,Newhaven,United Kingdom,62.24.157.247,host-62-24-157-247.as13285.net,18.409,AS13285 TalkTalk Communications Limited,Newhaven,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valencia,spain,4g,4,www.instagram.com,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,"AS32934 Facebook, Inc.",Madrid,Spain,18,192.168.43.163,Unknown,2.105,,,,,,,,,,10.22.60.105,Unknown,59.014,,,,10.22.60.106,Unknown,23.335,,,,,,,,,,10.25.64.161,Unknown,115.549,,,,10.25.246.185,Unknown,26.971,,,,172.30.84.241,Unknown,30.321,,,,172.30.84.240,Unknown,29.398,,,,,,,,,,,,,,,,,,,,,,81.46.7.78,78.red-81-46-7.customer.static.ccgg.telefonica.net,129.272,AS3352 TELEFONICA DE ESPANA,Madrid,Spain,,,,,,,,,,,,,176.52.253.213,Unknown,60.254,AS12956 TELEFONICA GLOBAL SOLUTIONS SL,Madrid,Spain,157.240.40.227,po103.psw04.mad1.tfbnw.net,31.592,"AS32934 Facebook, Inc.",Washington,United States,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,43.207,"AS32934 Facebook, Inc.",Madrid,Spain,,,,,,
cambridge,canada,4g,4,www.instagram.com,207.219.36.97,Unknown,AS852 TELUS Communications Inc.,Plattsburgh,United States,10,172.20.10.1,Unknown,3.404,,,,96.1.138.13,Unknown,92.791,,Burnaby,Canada,10.183.15.240,Unknown,68.249,,,,10.183.15.163,Unknown,53.697,,,,10.183.219.82,Unknown,65.752,,,,10.183.253.132,Unknown,40.584,,,,96.1.223.169,Unknown,199.387,,Middletown,United States,75.153.128.213,Unknown,211.922,,Burnaby,Canada,75.153.128.213,Unknown,99.636,,Burnaby,Canada,207.34.240.141,Unknown,87.937,AS852 TELUS Communications Inc.,Sainte-Julienne,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maastricht,netherlands,wifi,4,www.instagram.com,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,9,192.168.0.1,Unknown,1.558,,,,192.168.178.1,Unknown,3.504,,,,213.51.1.123,asd-tr0021-cr141-sys.core.as33915.net,18.186,AS33915 Vodafone Libertel B.V.,Amsterdam,Netherlands,213.51.7.104,asd-tr0021-cr101-be51.core.as33915.net,31.682,AS33915 Vodafone Libertel B.V.,Amsterdam,Netherlands,103.4.99.52,ae0.pr04.ams3.tfbnw.net,29.568,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,204.15.20.216,po121.asw02.ams3.tfbnw.net,52.112,"AS32934 Facebook, Inc.",New York City,United States,129.134.47.237,po246.psw01.ams4.tfbnw.net,16.066,"AS32934 Facebook, Inc.",Seattle,United States,173.252.67.9,Unknown,23.663,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.201.63,instagram-p3-shv-01-ams4.fbcdn.net,17.241,"AS32934 Facebook, Inc.",Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambridge,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,8,192.168.0.1,Unknown,3.374,,,,,,,,,,89.200.132.110,be391.pr2.thlon.isp.sky.com,12.672,,London,United Kingdom,2.127.241.149,027ff195.bb.sky.com,10.292,AS5607 Sky UK Limited,London,United Kingdom,129.134.45.52,Unknown,13.279,"AS32934 Facebook, Inc.",Washington,United States,129.134.44.217,Unknown,13.4,"AS32934 Facebook, Inc.",Dallas,United States,157.240.38.81,Unknown,14.089,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,16.109,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espoo,finland,4g,6,www.youtube.com,2001:14b8:1800:101::10,Unknown,AS16086 DNA Oyj,Virtasalmi,Finland,4,2001:14bb:51:833d:c52e:2439:ae26:46d2,Unknown,35.303,AS16086 DNA Oyj,Turku,Finland,,,,,,,2001:14b8:1040:104::11:0,Unknown,102.382,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:6400::,Unknown,40.398,AS16086 DNA Oyj,Virtasalmi,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastpeoria,us,4g,4,www.youtube.com,198.70.68.208,Unknown,AS1239 Sprint,Chicago,United States,5,192.168.43.1,Unknown,3.719,,,,68.29.26.3,Unknown,307.861,AS3651 Sprint,Chicago,United States,,,,,,,68.29.27.1,Unknown,460.535,AS3651 Sprint,Chicago,United States,144.223.32.5,sl-crs1-chi-be250.sprintlink.net,655.762,AS1239 Sprint,Chicago,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schofflisdorf,switzerland,wifi,4,www.youtube.com,195.112.88.176,Unknown,AS6730 Sunrise Communications AG,Zürich,Switzerland,7,192.168.1.1,Unknown,1.618,,,,,,,,,,10.200.102.161,Unknown,27.244,,,,10.200.102.66,Unknown,38.668,,,,212.161.142.13,Unknown,29.288,AS6730 Sunrise Communications AG,Zürich,Switzerland,,,,,,,212.161.247.129,zur01pe20.100ge2-0-0.bb.sunrise.net,35.529,AS6730 Sunrise Communications AG,Zürich,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neworleans,us,wifi,4,www.instagram.com,31.13.65.52,instagram-p3-shv-01-atl3.fbcdn.net,"AS32934 Facebook, Inc.",Atlanta,United States,9,192.168.0.1,Unknown,3.38,,,,10.125.64.1,Unknown,52.635,,,,100.122.126.130,Unknown,12.31,,,,100.122.125.86,Unknown,22.194,,,,68.1.2.29,mtc3dsrj01-ge708.103.rd.ok.cox.net,39.993,AS22773 Cox Communications Inc.,Macon,United States,157.240.68.186,ae6.pr05.atl1.tfbnw.net,36.137,"AS32934 Facebook, Inc.",Atlanta,United States,74.119.79.195,po105.psw04.atl3.tfbnw.net,28.01,"AS32934 Facebook, Inc.",Atlanta,United States,173.252.67.191,Unknown,39.354,"AS32934 Facebook, Inc.",Menlo Park,United States,31.13.65.52,instagram-p3-shv-01-atl3.fbcdn.net,39.057,"AS32934 Facebook, Inc.",Atlanta,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totnes,uk,4g,4,www.youtube.com,173.194.139.10,Unknown,AS15169 Google LLC,Mountain View,United States,3,172.20.10.1,Unknown,2.192,,,,,,,,,,172.17.69.5,Unknown,172.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lecce,italy,wifi,4,www.instagram.com,91.81.218.98,Unknown,AS30722 Vodafone Italia S.p.A.,Milan,Italy,6,192.168.1.1,Unknown,2.133,,,,192.168.51.10,Unknown,20.267,,,,192.168.51.9,Unknown,19.674,,,,10.177.21.201,Unknown,19.403,,,,,,,,,,91.81.218.251,Unknown,19.437,AS30722 Vodafone Italia S.p.A.,Milan,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perth,australia,wifi,6,www.instagram.com,2406:3400:282:1:face:b00c:3333:a3f,Unknown,AS10143 Exetel Pty Ltd,The Rocks,Australia,5,2406:3400:600:68:fdd7:dced:c5f1:392a,Unknown,3.619,AS10143 Exetel Pty Ltd,Quinns Rocks,Australia,2406:3400:80:11::1,Unknown,17.178,AS10143 Exetel Pty Ltd,The Rocks,Australia,,,,,,,2406:3400:0:3::2,Unknown,66.276,AS10143 Exetel Pty Ltd,The Rocks,Australia,2406:3400:280:1::2,Unknown,60.498,AS10143 Exetel Pty Ltd,The Rocks,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.1.1,Unknown,1.871,,,,192.168.0.1,Unknown,1.975,,,,212.9.102.129,no-dns-yet.as25178.net,2.528,AS25178 Optify Mediaforce Limited,London,United Kingdom,109.246.20.17,no-dns-yet.as25178.net,8.813,AS25178 Optify Mediaforce Limited,London,United Kingdom,109.246.30.2,no-dns-yet.as25178.net,9.347,AS25178 Optify Mediaforce Limited,London,United Kingdom,157.240.68.150,ae1.pr04.lhr3.tfbnw.net,2.506,"AS32934 Facebook, Inc.",Chicago,United States,129.134.45.56,po141.asw01.lhr3.tfbnw.net,2.22,"AS32934 Facebook, Inc.",Washington,United States,129.134.44.217,Unknown,2.775,"AS32934 Facebook, Inc.",Dallas,United States,173.252.67.29,Unknown,2.892,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,3.049,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gland,switzerland,wifi,6,www.youtube.com,2001:918:ffaa:2::10,Unknown,AS3303 Swisscom (Schweiz) AG,Bolligen,Switzerland,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.youtube.com,173.194.183.138,Unknown,AS15169 Google LLC,London,United Kingdom,13,192.168.43.1,Unknown,2.283,,,,,,,,,,10.248.27.149,Unknown,70.116,,,,10.247.84.165,Unknown,119.422,,,,,,,,,,10.247.84.193,Unknown,329.77,,,,10.247.84.182,Unknown,30.169,,,,87.237.20.106,Unknown,307.789,AS12576 EE Limited,London,United Kingdom,87.237.20.75,Unknown,30.138,AS12576 EE Limited,London,United Kingdom,72.14.242.70,Unknown,158.148,AS15169 Google LLC,Mountain View,United States,108.170.246.129,Unknown,148.978,AS15169 Google LLC,Mountain View,United States,108.170.230.157,Unknown,19.663,AS15169 Google LLC,Mountain View,United States,173.194.183.138,Unknown,124.574,AS15169 Google LLC,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,6,www.instagram.com,2a03:2880:f229:c4:face:b00c:0:43fe,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,8,2a02:c7f:d44f:2600::1,Unknown,9.615,AS5607 Sky UK Limited,London,United Kingdom,,,,,,,2a02:c7a:4:ffff::291,Unknown,8.83,AS5607 Sky UK Limited,London,United Kingdom,,,,,,,2620:0:1cff:dead:beef::14dc,Unknown,9.312,"AS32934 Facebook, Inc.",Menlo Park,United States,2620:0:1cff:dead:beef::3a95,Unknown,8.268,"AS32934 Facebook, Inc.",Menlo Park,United States,2a03:2880:f029:ffff::ad,Unknown,9.048,"AS32934 Facebook, Inc.",London,United Kingdom,2a03:2880:f229:c4:face:b00c:0:43fe,Unknown,8.016,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmarthen,uk,4g,4,www.youtube.com,173.194.183.138,Unknown,AS15169 Google LLC,London,United Kingdom,1,172.20.10.1,Unknown,2.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bourneend,uk,wifi,4,www.instagram.com,109.144.6.224,Unknown,AS2856 British Telecommunications PLC,London,United Kingdom,7,192.168.1.254,Unknown,1.838,,,,,,,,,,,,,,,,81.139.58.172,Unknown,8.432,AS2856 British Telecommunications PLC,London,United Kingdom,213.121.192.76,core1-hu0-6-0-8.southbank.ukcore.bt.net,8.576,AS2856 British Telecommunications PLC,London,United Kingdom,195.99.127.47,Unknown,8.387,AS2856 British Telecommunications PLC,London,United Kingdom,109.159.157.69,Unknown,8.762,AS2856 British Telecommunications PLC,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmarthen,uk,wifi,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,8,192.168.0.1,Unknown,3.275,,,,,,,,,,89.200.133.196,be400.pr2.hobir.isp.sky.com,15.844,,Birmingham,United Kingdom,2.127.241.149,027ff195.bb.sky.com,22.649,AS5607 Sky UK Limited,London,United Kingdom,129.134.45.54,po131.asw02.lhr3.tfbnw.net,14.232,"AS32934 Facebook, Inc.",Washington,United States,129.134.45.17,Unknown,14.889,"AS32934 Facebook, Inc.",Washington,United States,157.240.38.213,Unknown,14.731,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.1.52,Unknown,14.479,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.instagram.com,157.240.221.63,instagram-p3-shv-01-lhr8.fbcdn.net,"AS32934 Facebook, Inc.",London,United Kingdom,10,192.168.8.1,Unknown,2.138,,,,10.86.236.1,Unknown,14.703,,,,62.252.72.225,brnt-core-2a-xe-221-0.network.virginmedia.net,11.447,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,62.253.174.174,telw-ic-1-ae0-0.network.virginmedia.net,24.666,AS5089 Virgin Media Limited,London,United Kingdom,157.240.65.124,ae13.pr04.lhr3.tfbnw.net,13.977,"AS32934 Facebook, Inc.",New York City,United States,129.134.45.58,po141.asw02.lhr3.tfbnw.net,10.526,"AS32934 Facebook, Inc.",Washington,United States,129.134.42.71,po262.psw02.lhr8.tfbnw.net,12.952,"AS32934 Facebook, Inc.",Seattle,United States,157.240.38.129,Unknown,11.116,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.221.63,instagram-p3-shv-01-lhr8.fbcdn.net,27.709,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bourneend,uk,wifi,4,www.youtube.com,86.189.112.16,Unknown,AS2856 British Telecommunications PLC,London,United Kingdom,4,192.168.1.254,Unknown,1.61,,,,,,,,,,81.130.98.14,Unknown,6.378,AS2856 British Telecommunications PLC,London,United Kingdom,81.130.98.15,Unknown,7.064,AS2856 British Telecommunications PLC,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
santiago,chile,4g,4,www.instagram.com,152.231.110.160,Unknown,AS27986 ENTEL CHILE S.A.,Santiago,Chile,11,172.20.10.1,Unknown,84.83,,,,,,,,,,,,,,,,172.25.238.75,Unknown,30.404,,,,,,,,,,,,,,,,10.170.115.202,Unknown,30.799,,,,172.31.213.30,Unknown,26.265,,,,172.31.197.137,Unknown,27.582,,,,172.31.197.174,Unknown,20.544,,,,152.231.110.194,Unknown,23.52,AS27986 ENTEL CHILE S.A.,Santiago,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totnes,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,2.079,,,,,,,,,,172.17.69.5,Unknown,59.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.youtube.com,173.194.139.10,Unknown,AS15169 Google LLC,Mountain View,United States,3,172.20.10.1,Unknown,3.58,,,,,,,,,,172.20.197.1,Unknown,190.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brighton,uk,4g,4,www.youtube.com,173.194.183.138,Unknown,AS15169 Google LLC,London,United Kingdom,1,192.168.44.1,Unknown,36.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valencia,spain,wifi,4,www.instagram.com,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,"AS32934 Facebook, Inc.",Madrid,Spain,11,192.168.0.1,Unknown,74.606,,,,192.168.1.1,Unknown,3.277,,,,81.46.38.46,46.red-81-46-38.customer.static.ccgg.telefonica.net,4.275,AS3352 TELEFONICA DE ESPANA,Madrid,Spain,81.46.68.237,237.red-81-46-68.customer.static.ccgg.telefonica.net,108.096,AS3352 TELEFONICA DE ESPANA,Madrid,Spain,81.46.69.25,25.red-81-46-69.customer.static.ccgg.telefonica.net,9.956,AS3352 TELEFONICA DE ESPANA,Bayeux,France,80.58.83.238,238.red-80-58-83.staticip.rima-tde.net,8.045,AS3352 TELEFONICA DE ESPANA,Arcachon,France,216.184.113.182,gramadix2-ae10.net.telefonicaglobalsolutions.com,148.465,AS12956 TELEFONICA GLOBAL SOLUTIONS SL,San Salvador,El Salvador,176.52.253.213,Unknown,10.042,AS12956 TELEFONICA GLOBAL SOLUTIONS SL,Madrid,Spain,157.240.47.117,po106.psw04.mad1.tfbnw.net,8.761,"AS32934 Facebook, Inc.",Seattle,United States,173.252.67.189,Unknown,141.694,"AS32934 Facebook, Inc.",Menlo Park,United States,31.13.83.52,instagram-p3-shv-01-mad1.fbcdn.net,13.794,"AS32934 Facebook, Inc.",Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.253.72.144,144.72-253-62.static.virginmediabusiness.co.uk,AS5089 Virgin Media Limited,London,United Kingdom,5,192.168.0.1,Unknown,3.464,,,,,,,,,,80.2.225.169,bmly-core-2b-xe-223-0.network.virginmedia.net,17.892,AS5089 Virgin Media Limited,Woking,United Kingdom,,,,,,,62.252.84.109,brnt-icdn-1-ae9-0.network.virginmedia.net,28.515,AS5089 Virgin Media Limited,Northampton,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,2.014,,,,,,,,,,172.20.197.5,Unknown,35.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
