Participant City,Participant Country,Connection,IPv,Destination,Destination IP,Destination Hostname,Destination ASN,Destination City,Destination Country,Trace Hop Count,Hop 1 IP,Hop 1 Hostname,Hop 1 RTT,Hop 1 ASN,Hop 1 City,Hop 1 Country,Hop 2 IP,Hop 2 Hostname,Hop 2 RTT,Hop 2 ASN,Hop 2 City,Hop 2 Country,Hop 3 IP,Hop 3 Hostname,Hop 3 RTT,Hop 3 ASN,Hop 3 City,Hop 3 Country,Hop 4 IP,Hop 4 Hostname,Hop 4 RTT,Hop 4 ASN,Hop 4 City,Hop 4 Country,Hop 5 IP,Hop 5 Hostname,Hop 5 RTT,Hop 5 ASN,Hop 5 City,Hop 5 Country,Hop 6 IP,Hop 6 Hostname,Hop 6 RTT,Hop 6 ASN,Hop 6 City,Hop 6 Country,Hop 7 IP,Hop 7 Hostname,Hop 7 RTT,Hop 7 ASN,Hop 7 City,Hop 7 Country,Hop 8 IP,Hop 8 Hostname,Hop 8 RTT,Hop 8 ASN,Hop 8 City,Hop 8 Country,Hop 9 IP,Hop 9 Hostname,Hop 9 RTT,Hop 9 ASN,Hop 9 City,Hop 9 Country,Hop 10 IP,Hop 10 Hostname,Hop 10 RTT,Hop 10 ASN,Hop 10 City,Hop 10 Country,Hop 11 IP,Hop 11 Hostname,Hop 11 RTT,Hop 11 ASN,Hop 11 City,Hop 11 Country,Hop 12 IP,Hop 12 Hostname,Hop 12 RTT,Hop 12 ASN,Hop 12 City,Hop 12 Country,Hop 13 IP,Hop 13 Hostname,Hop 13 RTT,Hop 13 ASN,Hop 13 City,Hop 13 Country,Hop 14 IP,Hop 14 Hostname,Hop 14 RTT,Hop 14 ASN,Hop 14 City,Hop 14 Country,Hop 15 IP,Hop 15 Hostname,Hop 15 RTT,Hop 15 ASN,Hop 15 City,Hop 15 Country,Hop 16 IP,Hop 16 Hostname,Hop 16 RTT,Hop 16 ASN,Hop 16 City,Hop 16 Country,Hop 17 IP,Hop 17 Hostname,Hop 17 RTT,Hop 17 ASN,Hop 17 City,Hop 17 Country,Hop 18 IP,Hop 18 Hostname,Hop 18 RTT,Hop 18 ASN,Hop 18 City,Hop 18 Country,Hop 19 IP,Hop 19 Hostname,Hop 19 RTT,Hop 19 ASN,Hop 19 City,Hop 19 Country
espoo,finland,wifi,6,www.youtube.com,2001:14b8:1800:101::10,Unknown,AS16086 DNA Oyj,Virtasalmi,Finland,6,2001:14bb:491:d6:a693:3fff:fe15:699,Unknown,1.977,AS16086 DNA Oyj,Loimaa,Finland,,,,,,,2001:14b8:1040:104::f9:0,Unknown,27.043,AS16086 DNA Oyj,Virtasalmi,Finland,2001:14b8:1040:0:3e4e:641e::,Unknown,23.827,AS16086 DNA Oyj,Virtasalmi,Finland,,,,,,,2001:14b8:1800:200::5:1,Unknown,25.06,AS16086 DNA Oyj,Virtasalmi,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.youtube.com,173.194.183.138,Unknown,AS15169 Google LLC,London,United Kingdom,3,172.20.10.1,Unknown,1.887,,,,,,,,,,172.20.197.1,Unknown,49.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lecce,italy,4g,4,www.instagram.com,31.13.86.52,instagram-p3-shv-01-mxp1.fbcdn.net,"AS32934 Facebook, Inc.",Milan,Italy,13,172.20.10.1,Unknown,1.182,,,,,,,,,,10.133.14.73,Unknown,54.735,,,,10.133.14.14,Unknown,42.861,,,,10.133.14.236,Unknown,58.122,,,,10.133.14.1,Unknown,49.703,,,,10.176.18.118,Unknown,68.232,,,,83.224.40.197,Unknown,41.556,,Frutigen,Switzerland,83.224.40.217,Unknown,49.801,,Frutigen,Switzerland,157.240.64.210,ae13.pr01.mxp1.tfbnw.net,51.793,"AS32934 Facebook, Inc.",Seattle,United States,157.240.46.37,po101.psw01.mxp1.tfbnw.net,65.947,"AS32934 Facebook, Inc.",New York City,United States,173.252.67.11,Unknown,52.075,"AS32934 Facebook, Inc.",Menlo Park,United States,31.13.86.52,instagram-p3-shv-01-mxp1.fbcdn.net,52.433,"AS32934 Facebook, Inc.",Milan,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amersfoort,netherlands,wifi,4,www.youtube.com,37.143.85.76,76-85-143-37.ggc1.glasoperator.nl,AS50266 tmobile thuis,Amsterdam,Netherlands,3,192.168.1.1,Unknown,2.849,,,,31.201.2.1,1-2-201-31.ftth.glasoperator.nl,5.501,AS50266 tmobile thuis,Amsterdam,Netherlands,10.10.80.149,Unknown,10.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brighton,uk,wifi,4,www.youtube.com,62.253.72.144,144.72-253-62.static.virginmediabusiness.co.uk,AS5089 Virgin Media Limited,London,United Kingdom,6,192.168.1.1,Unknown,1.555,,,,192.168.0.1,Unknown,3.115,,,,,,,,,,80.3.64.89,brig-core-2a-xe-804-0.network.virginmedia.net,18.577,AS5089 Virgin Media Limited,Brighton,United Kingdom,,,,,,,62.252.84.109,brnt-icdn-1-ae9-0.network.virginmedia.net,23.083,AS5089 Virgin Media Limited,Northampton,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.221.63,instagram-p3-shv-01-lhr8.fbcdn.net,"AS32934 Facebook, Inc.",London,United Kingdom,14,192.168.43.1,Unknown,2.153,,,,,,,,,,10.248.27.149,Unknown,40.095,,,,10.247.84.165,Unknown,34.633,,,,,,,,,,10.247.84.193,Unknown,131.148,,,,10.247.84.182,Unknown,496.925,,,,87.237.20.106,Unknown,503.578,AS12576 EE Limited,London,United Kingdom,87.237.20.75,Unknown,129.555,AS12576 EE Limited,London,United Kingdom,157.240.64.32,ae2.pr04.lcy2.tfbnw.net,168.888,"AS32934 Facebook, Inc.",New York City,United States,31.13.31.246,Unknown,30.38,"AS32934 Facebook, Inc.",Moscow,Russia,129.134.41.221,po214.psw01.lhr8.tfbnw.net,19.542,"AS32934 Facebook, Inc.",New York City,United States,157.240.38.67,Unknown,20.57,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.221.63,instagram-p3-shv-01-lhr8.fbcdn.net,28.101,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bromsgrove,uk,wifi,6,www.youtube.com,2a02:c7a:8000:f102::10,Unknown,AS5607 Sky UK Limited,London,United Kingdom,2,2a02:c7f:727f:100::1,Unknown,5.813,AS5607 Sky UK Limited,Dudley,United Kingdom,2a02:c79:2::328,Unknown,18.694,AS5607 Sky UK Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,109.246.35.108,no-dns-yet.as25178.net,AS25178 Optify Mediaforce Limited,London,United Kingdom,6,192.168.1.1,Unknown,2.819,,,,192.168.0.1,Unknown,2.03,,,,212.9.102.129,no-dns-yet.as25178.net,9.576,AS25178 Optify Mediaforce Limited,London,United Kingdom,109.246.20.17,no-dns-yet.as25178.net,9.605,AS25178 Optify Mediaforce Limited,London,United Kingdom,109.246.30.2,no-dns-yet.as25178.net,3.503,AS25178 Optify Mediaforce Limited,London,United Kingdom,109.246.48.206,xe-0-0-1.leeds-mx80.as25178.net,8.261,AS25178 Optify Mediaforce Limited,Liverpool,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vancouver,canada,4g,4,www.instagram.com,209.52.156.161,Unknown,AS852 TELUS Communications Inc.,Vancouver,Canada,10,192.168.43.61,Unknown,4.014,,,,96.1.138.45,Unknown,50.493,,Burnaby,Canada,10.191.15.240,Unknown,20.315,,,,10.191.15.163,Unknown,16.768,,,,10.191.219.82,Unknown,21.528,,,,10.191.253.132,Unknown,19.231,,,,173.182.212.167,Unknown,31.901,,Burnaby,Canada,96.1.216.227,Unknown,36.521,,Burnaby,Canada,209.52.143.229,m229.aaa.bbb.ccc.bctel.net,22.704,AS852 TELUS Communications Inc.,Vancouver,Canada,209.52.143.229,m229.aaa.bbb.ccc.bctel.net,20.69,AS852 TELUS Communications Inc.,Vancouver,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.youtube.com,173.194.139.10,Unknown,AS15169 Google LLC,Mountain View,United States,16,192.168.43.1,Unknown,40.584,,,,,,,,,,10.142.65.173,Unknown,32.614,,,,10.142.233.242,Unknown,49.417,,,,10.142.234.149,Unknown,62.117,,,,,,,,,,10.142.234.193,Unknown,43.207,,,,10.142.233.233,Unknown,41.446,,,,10.142.68.38,Unknown,38.809,,,,,,,,,,62.252.224.94,tele-ic-8-ae5-0.network.virginmedia.net,41.568,AS5089 Virgin Media Limited,Northampton,United Kingdom,212.250.14.86,86-14-250-212.static.virginm.net,43.102,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,64.233.175.90,Unknown,150.702,AS15169 Google LLC,Mountain View,United States,216.239.49.215,Unknown,39.799,AS15169 Google LLC,Mountain View,United States,173.194.139.10,Unknown,40.824,AS15169 Google LLC,Mountain View,United States,,,,,,,,,,,,,,,,,,
bromsgrove,uk,wifi,6,www.instagram.com,2a03:2880:f258:cb:face:b00c::43fe,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,8,2a02:c7f:727f:100::1,Unknown,2.024,AS5607 Sky UK Limited,Dudley,United Kingdom,,,,,,,2a02:c7a:4:ffff::291,Unknown,11.073,AS5607 Sky UK Limited,London,United Kingdom,,,,,,,2620:0:1cff:dead:beef::14dc,Unknown,11.247,"AS32934 Facebook, Inc.",Menlo Park,United States,2620:0:1cff:dead:beef::2bcf,Unknown,10.634,"AS32934 Facebook, Inc.",Menlo Park,United States,2a03:2880:f058:ffff::12f,Unknown,10.438,"AS32934 Facebook, Inc.",London,United Kingdom,2a03:2880:f258:cb:face:b00c::43fe,Unknown,10.968,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmarthen,uk,wifi,4,www.youtube.com,90.201.127.80,host15-rangec-ggc.cdn.bllon.isp.sky.com,AS5607 Sky UK Limited,London,United Kingdom,3,192.168.0.1,Unknown,1.799,,,,,,,,,,89.200.133.199,be400.pr3.bllon.isp.sky.com,14.977,,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neworleans,us,4g,4,www.instagram.com,204.180.203.33,Unknown,AS1239 Sprint,Houston,United States,6,172.20.10.1,Unknown,2.315,,,,66.1.77.39,Unknown,46.332,AS3651 Sprint,Houston,United States,,,,,,,66.1.79.9,Unknown,33.328,,Atlantic City,United States,144.228.11.49,sl-crs2-hou-be9.sprintlink.net,51.694,AS1239 Sprint,Houston,United States,144.228.45.22,Unknown,78.642,AS1239 Sprint,Houston,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hemelhempstead,uk,4g,6,www.instagram.com,2a03:2880:f229:c4:face:b00c:0:43fe,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,14,2a01:4c8:64:c8b5:b843:2b7c:2262:bb24,Unknown,53.27,AS12576 EE Limited,London,United Kingdom,,,,,,,2a01:4c8:f800:837::,Unknown,44.487,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:851::3,Unknown,45.285,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:806::2,Unknown,47.958,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:805::1,Unknown,79.369,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:818::2,Unknown,63.917,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:854::2,Unknown,37.81,AS12576 EE Limited,Hatfield,United Kingdom,2a01:4c8:f800:8060::2,Unknown,35.121,AS12576 EE Limited,Hatfield,United Kingdom,2620:0:1cff:dead:beee::474,Unknown,37.087,"AS32934 Facebook, Inc.",Menlo Park,United States,2620:0:1cff:dead:beef::abc,Unknown,54.683,"AS32934 Facebook, Inc.",Menlo Park,United States,2620:0:1cff:dead:beef::1c1d,Unknown,68.21,"AS32934 Facebook, Inc.",Menlo Park,United States,2a03:2880:f029:ffff::6f,Unknown,34.571,"AS32934 Facebook, Inc.",London,United Kingdom,2a03:2880:f229:c4:face:b00c:0:43fe,Unknown,33.62,"AS32934 Facebook, Inc.",London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastpeoria,us,wifi,4,www.youtube.com,173.194.162.11,Unknown,AS15169 Google LLC,Princeton,United States,15,192.168.1.1,Unknown,1.863,,,,192.168.0.1,Unknown,5.15,,,,10.132.14.1,Unknown,26.222,,,,172.30.35.9,Unknown,18.06,,,,68.66.73.70,68-66-73-70.client.mchsi.com,33.344,AS30036 Mediacom Communications Corp,Gibson City,United States,68.66.73.122,po10.chgil001er1.mchsi.com,37.964,AS30036 Mediacom Communications Corp,Chicago,United States,72.14.194.2,Unknown,24.066,AS15169 Google LLC,Mountain View,United States,,,,,,,108.170.243.174,Unknown,33.18,AS15169 Google LLC,Mountain View,United States,108.170.243.175,Unknown,39.484,AS15169 Google LLC,Mountain View,United States,216.239.40.189,Unknown,44.981,AS15169 Google LLC,Mountain View,United States,209.85.241.122,Unknown,43.685,AS15169 Google LLC,Mountain View,United States,108.170.243.225,Unknown,19.059,AS15169 Google LLC,Mountain View,United States,216.239.41.21,Unknown,35.162,AS15169 Google LLC,Mountain View,United States,173.194.162.11,Unknown,36.531,AS15169 Google LLC,Princeton,United States,,,,,,,,,,,,,,,,,,,,,,,,
cambridge,uk,wifi,4,www.youtube.com,2.127.237.144,host144-rangea-ggc.cdn.enlba.isp.sky.com,AS5607 Sky UK Limited,Nottingham,United Kingdom,3,192.168.0.1,Unknown,2.989,,,,,,,,,,2.120.9.76,be391.pr3.enlba.isp.sky.com,13.664,AS5607 Sky UK Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amersfoort,netherlands,4g,4,www.youtube.com,74.125.8.27,Unknown,AS15169 Google LLC,Amsterdam,Netherlands,10,172.20.10.1,Unknown,3.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.241.225.42,Unknown,52.241,AS31615 T-mobile Netherlands B.V.,Amsterdam,Netherlands,72.14.196.142,Unknown,33.845,AS15169 Google LLC,Mountain View,United States,108.170.241.129,Unknown,66.229,AS15169 Google LLC,Mountain View,United States,216.239.41.225,Unknown,33.392,AS15169 Google LLC,Mountain View,United States,74.125.8.27,Unknown,41.835,AS15169 Google LLC,Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambridge,uk,4g,4,www.youtube.com,173.194.183.138,Unknown,AS15169 Google LLC,London,United Kingdom,3,172.20.10.1,Unknown,0.605,,,,,,,,,,172.20.133.5,Unknown,61.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambridge,canada,4g,4,www.youtube.com,207.219.213.12,host12.esmodnc.org,AS852 TELUS Communications Inc.,Montréal,Canada,9,172.20.10.1,Unknown,2.606,,,,96.1.138.13,Unknown,264.084,,Burnaby,Canada,10.183.15.240,Unknown,308.265,,,,10.183.15.163,Unknown,131.277,,,,10.183.219.82,Unknown,159.807,,,,10.183.253.132,Unknown,188.08,,,,96.1.223.169,Unknown,67.701,,Middletown,United States,75.154.215.139,Unknown,172.518,,Burnaby,Canada,75.154.215.139,Unknown,118.733,,Burnaby,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maastricht,netherlands,wifi,4,www.youtube.com,74.125.8.27,Unknown,AS15169 Google LLC,Amsterdam,Netherlands,9,192.168.0.1,Unknown,1.01,,,,192.168.178.1,Unknown,2.479,,,,213.51.1.123,asd-tr0021-cr141-sys.core.as33915.net,16.857,AS33915 Vodafone Libertel B.V.,Amsterdam,Netherlands,213.51.7.104,asd-tr0021-cr101-be51.core.as33915.net,19.782,AS33915 Vodafone Libertel B.V.,Amsterdam,Netherlands,213.46.182.22,10ge-1-4.cr1.ams2.baseip.com,15.907,AS6830 Liberty Global B.V.,Amsterdam,Netherlands,,,,,,,108.170.236.220,Unknown,25.234,AS15169 Google LLC,Mountain View,United States,216.239.41.221,Unknown,25.237,AS15169 Google LLC,Mountain View,United States,74.125.8.27,Unknown,27.353,AS15169 Google LLC,Amsterdam,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,wifi,4,www.youtube.com,62.252.60.80,cpc3-stme1-3-0-cust80.cdif.cable.ntl.com,AS5089 Virgin Media Limited,London,United Kingdom,5,192.168.0.1,Unknown,1.998,,,,,,,,,,62.255.65.181,popl-core-2a-xe-324-0.network.virginmedia.net,13.995,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,62.254.84.158,Unknown,21.009,AS5089 Virgin Media Limited,London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bourneend,uk,4g,4,www.youtube.com,173.194.139.10,Unknown,AS15169 Google LLC,Mountain View,United States,3,172.20.10.1,Unknown,0.738,,,,,,,,,,172.20.37.5,Unknown,30.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,3.801,,,,,,,,,,172.20.197.5,Unknown,48.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berlin,germany,wifi,6,www.youtube.com,2a01:860:1000:1::10,Unknown,AS3209 Vodafone GmbH,Düsseldorf,Germany,6,2a02:8109:92c0:fb8:3631:c4ff:fef2:bf2c,Unknown,1.304,AS31334 Vodafone Deutschland GmbH,Berlin,Germany,2a02:8109:8001:25::1,Unknown,11.142,AS31334 Vodafone Deutschland GmbH,Unterföhring,Germany,2a02:8109:8001:25::1,Unknown,12.686,AS31334 Vodafone Deutschland GmbH,Unterföhring,Germany,2a02:8100:6:2::103:11,Unknown,16.179,AS3209 Vodafone GmbH,Unterföhring,Germany,,,,,,,2a01:860:1000:1::1,Unknown,16.883,AS3209 Vodafone GmbH,Düsseldorf,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london,uk,4g,4,www.instagram.com,157.240.1.52,Unknown,"AS32934 Facebook, Inc.",London,United Kingdom,3,172.20.10.1,Unknown,9.324,,,,,,,,,,172.19.70.1,Unknown,33.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastpeoria,us,wifi,4,www.instagram.com,157.240.2.52,instagram-p3-shv-01-ort2.fbcdn.net,"AS32934 Facebook, Inc.",Fostoria,United States,11,192.168.1.1,Unknown,1.459,,,,192.168.0.1,Unknown,3.738,,,,10.132.14.1,Unknown,50.456,,,,172.30.35.9,Unknown,26.978,,,,68.66.73.70,68-66-73-70.client.mchsi.com,33.364,AS30036 Mediacom Communications Corp,Gibson City,United States,68.66.73.122,po10.chgil001er1.mchsi.com,42.335,AS30036 Mediacom Communications Corp,Chicago,United States,157.240.76.14,ae6.pr04.ord3.tfbnw.net,20.091,"AS32934 Facebook, Inc.",Chicago,United States,31.13.30.160,po121.asw03.ord3.tfbnw.net,18.762,"AS32934 Facebook, Inc.",Moscow,Russia,129.134.35.226,po232.psw04.ord2.tfbnw.net,36.121,"AS32934 Facebook, Inc.",Chicago,United States,173.252.67.181,Unknown,20.226,"AS32934 Facebook, Inc.",Menlo Park,United States,157.240.2.52,instagram-p3-shv-01-ort2.fbcdn.net,20.686,"AS32934 Facebook, Inc.",Fostoria,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perth,australia,4g,4,www.youtube.com,198.142.188.208,Unknown,AS4804 Microplex PTY LTD,Sydney,Australia,8,172.20.10.1,Unknown,3.038,,,,10.251.255.254,Unknown,60.939,,,,10.194.36.17,Unknown,26.176,,,,10.194.125.2,Unknown,41.59,,,,10.194.125.9,Unknown,35.97,,,,10.194.125.209,Unknown,44.739,,,,,,,,,,210.49.113.194,o6lxnpr01-hu0-6-0.npr.optusnet.com.au,438.539,AS4804 Microplex PTY LTD,Sydney,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perth,australia,wifi,6,www.youtube.com,2406:3400:0:2::c,Unknown,AS10143 Exetel Pty Ltd,The Rocks,Australia,4,2406:3400:600:68:fdd7:dced:c5f1:392a,Unknown,2.435,AS10143 Exetel Pty Ltd,Quinns Rocks,Australia,2406:3400:80:11::1,Unknown,17.444,AS10143 Exetel Pty Ltd,The Rocks,Australia,,,,,,,2406:3400:0:3::2,Unknown,65.481,AS10143 Exetel Pty Ltd,The Rocks,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokyo,japan,wifi,4,www.youtube.com,173.194.49.10,Unknown,AS15169 Google LLC,Mountain View,United States,17,192.168.11.1,Unknown,1.767,,,,221.251.242.57,221x251x242x57.ap221.ftth.ucom.ne.jp,12.686,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,221.240.14.57,221x240x14x57.ap221.ftth.ucom.ne.jp,1.949,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,221.112.22.113,221x112x22x113.ap221.ftth.ucom.ne.jp,12.697,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,210.79.7.205,Unknown,3.281,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,210.79.13.228,Unknown,2.747,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,61.122.121.209,Unknown,3.06,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,221.240.51.10,221x240x51x10.ap221.ftth.ucom.ne.jp,3.193,AS17506 ARTERIA Networks Corporation,Tokyo,Japan,72.14.197.122,Unknown,6.782,AS15169 Google LLC,Mountain View,United States,,,,,,,72.14.237.222,Unknown,4.477,AS15169 Google LLC,Mountain View,United States,108.170.242.177,Unknown,13.407,AS15169 Google LLC,Mountain View,United States,209.85.241.107,Unknown,4.793,AS15169 Google LLC,Mountain View,United States,209.85.244.34,Unknown,4.392,AS15169 Google LLC,Mountain View,United States,108.170.242.97,Unknown,3.677,AS15169 Google LLC,Mountain View,United States,74.125.251.101,Unknown,4.086,AS15169 Google LLC,Mountain View,United States,173.194.49.10,Unknown,28.763,AS15169 Google LLC,Mountain View,United States,,,,,,,,,,,,
